50, 0.500079, 15.750000, 0.000309, 0.012346, 0.246914, 4.938272, 6.283173, 
50, 0.501188, 15.750000, 0.001418, 0.022188, 0.196852, -1.001237, 6.283007, 
50, 0.503684, 15.749999, 0.003914, 0.049920, 0.554627, 7.155510, 6.282631, 
50, 0.508121, 15.749995, 0.008351, 0.088732, 0.776252, 4.432489, 6.281962, 
50, 0.515051, 15.749983, 0.015281, 0.138609, 0.997531, 4.425594, 6.280915, 
50, 0.525027, 15.749953, 0.025257, 0.199521, 1.218239, 4.414158, 6.279401, 
50, 0.538598, 15.749887, 0.038828, 0.271425, 1.438090, 4.397021, 6.277331, 
50, 0.556311, 15.749760, 0.056541, 0.354262, 1.656734, 4.372883, 6.274612, 
50, 0.578707, 15.749529, 0.078939, 0.447949, 1.873745, 4.340216, 6.271141, 
50, 0.606323, 15.749137, 0.106558, 0.552380, 2.088616, 4.297418, 6.266815, 
50, 0.639688, 15.748502, 0.139929, 0.667417, 2.300744, 4.242554, 6.261515, 
50, 0.679320, 15.747517, 0.179573, 0.792888, 2.509415, 4.173421, 6.255115, 
50, 0.725451, 15.746047, 0.225728, 0.923089, 2.604017, 1.892043, 6.247519, 
50, 0.778026, 15.743938, 0.278345, 1.052341, 2.585038, -0.379574, 6.238662, 
50, 0.836977, 15.741012, 0.337368, 1.180472, 2.562632, -0.448130, 6.228472, 
50, 0.902223, 15.737061, 0.402733, 1.307298, 2.536519, -0.522260, 6.216860, 
50, 0.973664, 15.731847, 0.474364, 1.432618, 2.506404, -0.602300, 6.203727, 
50, 1.051181, 15.725101, 0.552175, 1.556218, 2.471986, -0.688358, 6.188957, 
50, 1.134635, 15.716522, 0.636068, 1.677867, 2.432987, -0.779986, 6.172421, 
50, 1.223856, 15.705771, 0.725935, 1.797327, 2.389190, -0.875933, 6.153973, 
50, 1.318645, 15.692471, 0.821652, 1.914352, 2.340505, -0.973699, 6.133451, 
50, 1.418768, 15.676207, 0.923088, 2.028704, 2.287052, -1.069068, 6.110676, 
50, 1.523950, 15.656522, 1.030096, 2.140169, 2.229295, -1.155141, 6.085456, 
50, 1.633873, 15.632915, 1.142525, 2.248580, 2.168216, -1.221579, 6.057589, 
50, 1.748169, 15.604845, 1.260218, 2.353857, 2.105545, -1.253422, 6.026864, 
50, 1.866422, 15.571727, 1.383021, 2.456059, 2.044045, -1.230001, 5.993079, 
50, 1.988164, 15.532936, 1.510793, 2.555451, 1.987823, -1.124420, 5.956044, 
50, 2.112646, 15.487897, 1.643172, 2.647581, 1.842603, -2.904403, 5.915689, 
50, 2.238876, 15.436138, 1.779602, 2.728592, 1.620219, -4.447680, 5.872095, 
50, 2.365888, 15.377232, 1.919609, 2.800138, 1.430915, -3.786085, 5.825455, 
50, 2.492762, 15.310810, 2.062818, 2.864183, 1.280903, -3.000244, 5.776091, 
50, 2.618645, 15.236574, 2.208961, 2.922856, 1.173470, -2.148651, 5.724467, 
50, 2.742767, 15.154305, 2.357872, 2.978220, 1.107278, -1.323847, 5.671187, 
50, 2.864442, 15.063875, 2.509471, 3.031982, 1.075242, -0.640726, 5.616965, 
50, 2.983070, 14.965265, 2.663732, 3.085214, 1.064645, -0.211932, 5.562589, 
50, 3.098131, 14.858584, 2.820639, 3.138155, 1.058808, -0.116751, 5.508862, 
50, 3.209181, 14.744083, 2.980147, 3.190155, 1.040004, -0.376077, 5.456542, 
50, 3.315845, 14.622167, 3.142137, 3.239792, 0.992734, -0.945395, 5.406296, 
50, 3.417820, 14.493400, 3.306392, 3.285105, 0.906264, -1.729406, 5.358657, 
50, 3.515023, 14.358277, 3.472845, 3.329062, 0.879150, -0.542265, 5.313946, 
50, 3.607563, 14.217163, 3.641596, 3.375019, 0.919125, 0.799496, 5.272297, 
50, 3.695570, 14.070455, 3.812676, 3.421598, 0.931581, 0.249126, 5.233751, 
50, 3.779203, 13.918573, 3.986062, 3.467716, 0.922366, -0.184307, 5.198278, 
50, 3.858644, 13.761937, 4.161691, 3.512581, 0.897298, -0.501367, 5.165793, 
50, 3.934100, 13.600962, 4.339474, 3.555660, 0.861582, -0.714310, 5.136179, 
50, 4.005800, 13.436042, 4.519306, 3.596637, 0.819535, -0.840938, 5.109296, 
50, 4.073985, 13.267547, 4.701074, 3.635363, 0.774526, -0.900196, 5.084993, 
50, 4.138909, 13.095819, 4.884664, 3.671815, 0.729048, -0.909557, 5.063119, 
50, 4.200833, 12.921169, 5.069967, 3.706058, 0.684861, -0.883739, 5.043526, 
50, 4.260024, 12.743879, 5.256878, 3.738215, 0.643140, -0.834404, 5.026077, 
50, 4.316749, 12.564198, 5.445301, 3.768447, 0.604622, -0.770363, 5.010643, 
50, 4.371277, 12.382350, 5.635147, 3.796933, 0.569724, -0.697963, 4.997107, 
50, 4.423875, 12.198534, 5.826340, 3.823865, 0.538644, -0.621611, 4.985366, 
